Type, Size, Evals, GPop, Time, GPop_sec, L1, L2, L3, Cache_misses, Misses_GPop
MIMD, 10000, 10000, 1968580000, 0.475673, 4138515324.603247, 229351365, 117665716, 2, 347017083, 0.176278
MIMD, 10000, 10000, 1984700000, 0.470182, 4221131391.673862, 231035303, 111262501, 4, 342297808, 0.172468
MIMD, 10000, 10000, 2029020000, 0.561238, 3615257698.160139, 235938886, 116767748, 5, 352706639, 0.173831
MIMD, 10000, 10000, 1984660000, 0.550478, 3605339359.611102, 231085285, 113215665, 0, 344300950, 0.173481
MIMD, 10000, 10000, 2017380000, 0.485768, 4152970142.125459, 234679873, 119387787, 2, 354067662, 0.175509
MIMD, 10000, 10000, 2050500000, 0.486330, 4216272901.116526, 238231676, 116892560, 3, 355124239, 0.173189
MIMD, 10000, 10000, 1979520000, 0.486610, 4067980518.279526, 230515391, 125366652, 12, 355882055, 0.179782
MIMD, 10000, 10000, 1969560000, 0.471074, 4180999163.613360, 229454345, 114436876, 8, 343891229, 0.174603
MIMD, 10000, 10000, 2024120000, 0.485925, 4165498790.965684, 235298392, 118807674, 4, 354106070, 0.174943
MIMD, 10000, 10000, 1998500000, 0.480204, 4161772913.178566, 232542509, 118330196, 9, 350872714, 0.175568
MIMD, 10000, 10000, 2027580000, 0.484400, 4185755573.905863, 235727439, 116594480, 0, 352321919, 0.173765
MIMD, 10000, 10000, 2031300000, 0.482254, 4212095700.605905, 236157553, 115588517, 1, 351746071, 0.173163
MIMD, 10000, 10000, 2023040000, 0.563055, 3592970491.337436, 235270443, 118967179, 5, 354237627, 0.175102
MIMD, 10000, 10000, 2012420000, 0.563018, 3574343981.897559, 234093109, 119996107, 4, 354089220, 0.175952
MIMD, 10000, 10000, 2013580000, 0.478346, 4209463442.779912, 234285723, 114015265, 6, 348300994, 0.172976
MIMD, 10000, 10000, 2000320000, 0.471498, 4242478228.963856, 232817047, 111244034, 2, 344061083, 0.172003
MIMD, 10000, 10000, 1953400000, 0.464212, 4207991176.445245, 227672642, 110904578, 8, 338577228, 0.173327
MIMD, 10000, 10000, 2016800000, 0.553456, 3644011448.064526, 234561528, 112647830, 0, 347209358, 0.172159
MIMD, 50000, 100, 108600000, 0.046142, 2353604091.716874, 12461426, 12615106, 33, 25076565, 0.230908
MIMD, 50000, 100, 97200000, 0.030852, 3150525087.514586, 11228103, 11287503, 7, 22515613, 0.231642
MIMD, 50000, 100, 99300000, 0.031530, 3149381541.389153, 11466041, 11514070, 6, 22980117, 0.231421
MIMD, 50000, 100, 98800000, 0.031294, 3157154726.145587, 11403205, 11492991, 3, 22896199, 0.231743
MIMD, 50000, 100, 91100000, 0.029033, 3137808700.444322, 10551697, 10622638, 3, 21174338, 0.232430
MIMD, 50000, 100, 109100000, 0.034293, 3181407284.285423, 12479805, 12550794, 2, 25030601, 0.229428
MIMD, 50000, 100, 114100000, 0.035855, 3182261888.160647, 13053563, 13147652, 2, 26201217, 0.229634
MIMD, 50000, 100, 76200000, 0.024625, 3094416243.654823, 8933067, 8971595, 3, 17904665, 0.234969
MIMD, 50000, 100, 95000000, 0.030274, 3138006209.949131, 11002411, 11057760, 6, 22060177, 0.232212
MIMD, 50000, 100, 105000000, 0.033185, 3164080156.697303, 12070668, 12166913, 3, 24237584, 0.230834
MIMD, 50000, 100, 116400000, 0.036454, 3193065232.896253, 13306234, 13372871, 0, 26679105, 0.229202
MIMD, 50000, 100, 100300000, 0.031674, 3166635095.030624, 11518584, 11623256, 4, 23141844, 0.230726
MIMD, 50000, 100, 71600000, 0.023292, 3074016829.812811, 8466801, 8503431, 7, 16970239, 0.237015
MIMD, 50000, 100, 116300000, 0.036546, 3182290811.579927, 13262877, 13357770, 1, 26620648, 0.228896
MIMD, 50000, 100, 96000000, 0.030591, 3138177895.459449, 11093616, 11161125, 2, 22254743, 0.231820
MIMD, 50000, 100, 73900000, 0.023968, 3083277703.604806, 8695336, 8754842, 1, 17450179, 0.236132
MIMD, 50000, 100, 92500000, 0.029359, 3150652270.172690, 10692170, 10758052, 1, 21450223, 0.231894
MIMD, 50000, 100, 120600000, 0.037651, 3203102175.241030, 13732058, 13834558, 1, 27566617, 0.228579
MIMD, 50000, 100, 102100000, 0.032382, 3152986226.916188, 11772841, 11865450, 4, 23638295, 0.231521
MIMD, 50000, 100, 113600000, 0.035745, 3178066862.498251, 13015028, 13084302, 2, 26099332, 0.229748
MIMD, 50000, 100, 120300000, 0.037709, 3190219841.417168, 13701281, 13807057, 6, 27508344, 0.228665
MIMD, 50000, 100, 113100000, 0.035608, 3176252527.521905, 12953183, 13071966, 3, 26025152, 0.230107
MIMD, 50000, 100, 96300000, 0.030578, 3149323042.710446, 11143861, 11186672, 6, 22330539, 0.231885
MIMD, 50000, 100, 83700000, 0.026975, 3102873030.583874, 9797318, 9848996, 4, 19646318, 0.234723
MIMD, 50000, 100, 87800000, 0.028065, 3128451808.302156, 10216140, 10262538, 3, 20478681, 0.233242
MIMD, 50000, 500, 527800000, 0.164589, 3206775665.445443, 60759689, 61113139, 1, 121872829, 0.230907
MIMD, 50000, 500, 501800000, 0.157038, 3195404933.837670, 57967842, 58393761, 1, 116361604, 0.231888
MIMD, 50000, 500, 498900000, 0.156237, 3193225676.376275, 57642039, 58083253, 2, 115725294, 0.231961
MIMD, 50000, 500, 502900000, 0.157354, 3195978494.350318, 58071216, 58506183, 7, 116577406, 0.231810
MIMD, 50000, 500, 504700000, 0.192640, 2619912790.697675, 58274765, 58860871, 2, 117135638, 0.232090
MIMD, 50000, 500, 510200000, 0.172665, 2954854776.590508, 58931187, 59285857, 4, 118217048, 0.231707
MIMD, 50000, 500, 542300000, 0.169010, 3208685876.575351, 62349757, 62789058, 3, 125138818, 0.230756
MIMD, 50000, 500, 461800000, 0.145127, 3182040557.580602, 53632703, 53980173, 2, 107612878, 0.233029
MIMD, 50000, 500, 478700000, 0.150136, 3188442478.819204, 55447668, 55797785, 3, 111245456, 0.232391
MIMD, 50000, 500, 494500000, 0.155064, 3189005829.850901, 57170419, 57658576, 5, 114829000, 0.232212
MIMD, 50000, 500, 533200000, 0.166442, 3203518342.725995, 61373580, 61926761, 0, 123300341, 0.231246
MIMD, 50000, 500, 543400000, 0.169110, 3213293122.819467, 62404327, 62881035, 3, 125285365, 0.230558
MIMD, 50000, 500, 516800000, 0.161557, 3198870986.710573, 59567822, 60018555, 19, 119586396, 0.231398
MIMD, 50000, 500, 470800000, 0.147815, 3185062409.092447, 54577411, 54953064, 2, 109530477, 0.232648
MIMD, 50000, 500, 513500000, 0.160582, 3197743209.076982, 59241830, 59772305, 6, 119014141, 0.231770
MIMD, 50000, 500, 505400000, 0.158455, 3189549083.335963, 58414488, 58892662, 2, 117307152, 0.232108
MIMD, 50000, 500, 506400000, 0.158697, 3190986597.100134, 58521539, 59029696, 3, 117551238, 0.232131
MIMD, 50000, 500, 463000000, 0.145490, 3182349302.357551, 53735285, 54066551, 3, 107801839, 0.232833
MIMD, 50000, 500, 436000000, 0.137599, 3168627678.980225, 50818612, 51338960, 1, 102157573, 0.234306
MIMD, 50000, 500, 529000000, 0.165374, 3198809970.128315, 60914561, 61558250, 6, 122472817, 0.231518
MIMD, 50000, 500, 489700000, 0.153359, 3193161144.764898, 56616036, 57156197, 3, 113772236, 0.232330
MIMD, 50000, 500, 500800000, 0.156815, 3193572043.490738, 57852355, 58280840, 1, 116133196, 0.231895
MIMD, 50000, 500, 547100000, 0.170690, 3205225848.028590, 62962479, 63364193, 3, 126326675, 0.230902
MIMD, 50000, 500, 535100000, 0.166939, 3205362437.776673, 61591184, 62070560, 1, 123661745, 0.231100
MIMD, 50000, 500, 465700000, 0.146284, 3183533400.782041, 53999714, 54408672, 10, 108408396, 0.232786
MIMD, 50000, 1000, 985000000, 0.365617, 2694076041.321930, 113909649, 115017742, 7, 228927398, 0.232414
MIMD, 50000, 1000, 974200000, 0.315175, 3090981200.920124, 112847056, 113657839, 6, 226504901, 0.232503
MIMD, 50000, 1000, 1007800000, 0.314227, 3207235533.547404, 116457933, 116893182, 0, 233351115, 0.231545
MIMD, 50000, 1000, 1042500000, 0.324990, 3207791008.954122, 120206747, 121014329, 6, 241221082, 0.231387
MIMD, 50000, 1000, 1026600000, 0.319985, 3208275387.908809, 118457943, 119088744, 2, 237546689, 0.231392
MIMD, 50000, 1000, 936200000, 0.293708, 3187519577.267218, 108720280, 109488470, 5, 218208755, 0.233079
MIMD, 50000, 1000, 1018400000, 0.317882, 3203704519.287031, 117541823, 118385267, 2, 235927092, 0.231664
MIMD, 50000, 1000, 953500000, 0.298781, 3191300651.647863, 110599160, 111248643, 9, 221847812, 0.232667
MIMD, 50000, 1000, 974800000, 0.305123, 3194777188.215900, 112889043, 113616415, 3, 226505461, 0.232361
MIMD, 50000, 1000, 1091900000, 0.339834, 3213039307.426568, 125514031, 126562306, 3, 252076340, 0.230860
MIMD, 50000, 1000, 1034000000, 0.322269, 3208499731.590690, 119260492, 119913973, 3, 239174468, 0.231310
MIMD, 50000, 1000, 995600000, 0.311558, 3195552673.980447, 115129571, 116179116, 9, 231308696, 0.232331
MIMD, 50000, 1000, 1022900000, 0.319530, 3201264357.024380, 118040452, 119076687, 9, 237117148, 0.231809
MIMD, 50000, 1000, 987900000, 0.309245, 3194554479.458035, 114249684, 115354318, 2, 229604004, 0.232416
MIMD, 50000, 1000, 1007600000, 0.315055, 3198171747.790069, 116459833, 117284888, 5, 233744726, 0.231982
MIMD, 50000, 1000, 1030300000, 0.321412, 3205543041.330131, 118920716, 119617089, 2, 238537807, 0.231523
MIMD, 50000, 1000, 995100000, 0.311494, 3194604069.420278, 115150540, 116115683, 3, 231266226, 0.232405
MIMD, 50000, 1000, 995500000, 0.311838, 3192362701.146108, 115157056, 116139989, 6, 231297051, 0.232343
MIMD, 50000, 1000, 965500000, 0.302041, 3196585893.968038, 111844535, 112381899, 0, 224226434, 0.232239
MIMD, 50000, 1000, 1033800000, 0.322407, 3206506062.213289, 119222129, 120014350, 3, 239236482, 0.231415
MIMD, 50000, 1000, 988000000, 0.308919, 3198249379.287127, 114264930, 115054372, 5, 229319307, 0.232105
MIMD, 50000, 1000, 1024200000, 0.319719, 3203438019.010444, 118131796, 119188196, 4, 237319996, 0.231713
MIMD, 50000, 1000, 994900000, 0.311147, 3197523999.910010, 115080904, 115891046, 7, 230971957, 0.232156
MIMD, 50000, 1000, 1020600000, 0.318342, 3205986015.040429, 117742814, 118422143, 11, 236164968, 0.231398
MIMD, 50000, 1000, 1013000000, 0.316586, 3199762465.807079, 116967622, 117928054, 6, 234895682, 0.231881
MIMD, 50000, 5000, 4925600000, 1.539412, 3199663248.045358, 569825982, 574755381, 8, 1144581371, 0.232374
MIMD, 50000, 5000, 4957200000, 1.549070, 3200113616.557031, 573527446, 577946261, 2, 1151473709, 0.232283
MIMD, 50000, 5000, 4950400000, 1.547258, 3199466410.902383, 572728135, 577584578, 5, 1150312718, 0.232368
MIMD, 50000, 5000, 5082700000, 1.585634, 3205468601.203052, 586902047, 591522666, 9, 1178424722, 0.231850
MIMD, 50000, 5000, 5147000000, 1.603910, 3209032925.787607, 594149370, 597955887, 20, 1192105277, 0.231612
MIMD, 50000, 5000, 5082000000, 1.585602, 3205091820.015363, 586865680, 591508260, 5, 1178373945, 0.231872
MIMD, 50000, 5000, 4995900000, 1.560078, 3202339883.005850, 577682878, 582024949, 9, 1159707836, 0.232132
MIMD, 50000, 5000, 5168300000, 1.608897, 3212324965.488779, 596250430, 599662563, 33, 1195913026, 0.231394
MIMD, 50000, 5000, 5014800000, 1.565169, 3203999056.970845, 579535909, 583652255, 16, 1163188180, 0.231951
MIMD, 50000, 5000, 5128700000, 1.599450, 3206539748.038388, 591797196, 596387837, 16, 1188185049, 0.231674
MIMD, 50000, 5000, 4882700000, 1.525935, 3199808641.914629, 565489745, 569162200, 8, 1134651953, 0.232382
MIMD, 50000, 5000, 5038600000, 1.569736, 3209839106.703293, 582242254, 585161456, 6, 1167403716, 0.231692
MIMD, 50000, 5000, 5100200000, 1.588013, 3211686554.203272, 588985002, 591845182, 23, 1180830207, 0.231526
MIMD, 50000, 5000, 5083500000, 1.586222, 3204784702.267400, 587061155, 592116923, 0, 1179178078, 0.231962
MIMD, 50000, 5000, 5110100000, 1.591062, 3211754161.685717, 590154813, 592622854, 14, 1182777681, 0.231459
MIMD, 50000, 5000, 5046800000, 1.575429, 3203444902.943897, 583185429, 587684792, 2, 1170870223, 0.232003
MIMD, 50000, 5000, 5126900000, 1.598346, 3207628385.843866, 591744380, 595908049, 9, 1187652438, 0.231651
MIMD, 50000, 5000, 5220900000, 1.626908, 3209093568.904941, 602064929, 606813463, 18, 1208878410, 0.231546
MIMD, 50000, 5000, 5006500000, 1.567100, 3194754642.332972, 578874980, 585991351, 25058, 1164891389, 0.232676
MIMD, 50000, 5000, 4988500000, 1.559034, 3199737786.347187, 576943876, 581908921, 26, 1158852823, 0.232305
MIMD, 50000, 5000, 5133400000, 1.600665, 3207042073.138352, 592689124, 596885393, 11, 1189574528, 0.231732
MIMD, 50000, 5000, 5057000000, 1.579891, 3200853729.782624, 584416315, 589767986, 14, 1174184315, 0.232190
MIMD, 50000, 5000, 5071900000, 1.582240, 3205518758.216200, 585806842, 590318903, 13, 1176125758, 0.231891
MIMD, 50000, 5000, 5283800000, 1.646384, 3209336339.517391, 608948025, 613902662, 17, 1222850704, 0.231434
MIMD, 50000, 5000, 5159200000, 1.609560, 3205348045.428565, 595318853, 601010272, 16, 1196329141, 0.231883
MIMD, 50000, 10000, 10135700000, 3.155793, 3211775930.804080, 1171006043, 1175649561, 21, 2346655625, 0.231524
MIMD, 50000, 10000, 9963500000, 3.120753, 3192658951.221068, 1151979832, 1156697043, 25, 2308676900, 0.231713
MIMD, 50000, 10000, 10170200000, 3.168131, 3210157660.778548, 1174401144, 1180938338, 16, 2355339498, 0.231592
MIMD, 50000, 10000, 10313800000, 3.213725, 3209297621.918490, 1190450734, 1198579770, 21, 2389030525, 0.231634
MIMD, 50000, 10000, 9984100000, 3.116223, 3203910631.556214, 1154526122, 1162437478, 31, 2316963631, 0.232065
MIMD, 50000, 10000, 10279900000, 3.205154, 3207302987.625556, 1186389430, 1196726906, 27, 2383116363, 0.231823
MIMD, 50000, 10000, 10056000000, 3.138145, 3204440840.050412, 1162047215, 1170982797, 13, 2333030025, 0.232004
MIMD, 50000, 10000, 10273800000, 3.197429, 3213144060.431053, 1185548544, 1191536063, 16, 2377084623, 0.231373
MIMD, 50000, 10000, 9918700000, 3.096684, 3203006829.240569, 1147565732, 1154595853, 16, 2302161601, 0.232103
MIMD, 50000, 10000, 10200700000, 3.178839, 3208938861.011835, 1177583543, 1185678654, 17, 2363262214, 0.231676
MIMD, 50000, 10000, 10106900000, 3.157036, 3201388897.687578, 1168090029, 1178499601, 17, 2346589647, 0.232177
MIMD, 50000, 10000, 9995100000, 3.124435, 3199010381.076899, 1155803636, 1167307520, 11, 2323111167, 0.232425
MIMD, 50000, 10000, 10063500000, 3.144272, 3200581883.501173, 1163217262, 1174513426, 19, 2337730707, 0.232298
MIMD, 50000, 10000, 10223000000, 3.190718, 3203981047.525980, 1180186321, 1191894021, 26, 2372080368, 0.232034
MIMD, 50000, 10000, 9957000000, 3.109092, 3202542735.949917, 1151583069, 1160200740, 19, 2311783828, 0.232177
MIMD, 50000, 10000, 10030700000, 3.132227, 3202417960.128688, 1159755333, 1169064489, 7, 2328819829, 0.232169
MIMD, 50000, 10000, 10020400000, 3.130116, 3201287108.848362, 1158803465, 1168335718, 25, 2327139208, 0.232240
MIMD, 50000, 10000, 10062200000, 3.138221, 3206338877.982144, 1162852399, 1170905772, 9, 2333758180, 0.231933
MIMD, 50000, 10000, 10189800000, 3.178802, 3205547247.044641, 1176996052, 1186022851, 32, 2363018935, 0.231900
MIMD, 50000, 10000, 10128900000, 3.158832, 3206533300.916288, 1169941072, 1178586537, 20, 2348527629, 0.231864
MIMD, 50000, 10000, 10137600000, 3.162017, 3206054869.407723, 1171187370, 1179185665, 23, 2350373058, 0.231847
MIMD, 50000, 10000, 10109900000, 3.160175, 3199158274.462649, 1168096170, 1181831334, 23011, 2349950515, 0.232441
MIMD, 50000, 10000, 10219200000, 3.194221, 3199277695.563332, 1179726236, 1189907395, 37, 2369633668, 0.231881
MIMD, 50000, 10000, 10048800000, 3.131647, 3208790773.672767, 1161149989, 1168522175, 23, 2329672187, 0.231836
MIMD, 50000, 10000, 10147900000, 3.165562, 3205718289.516996, 1172009970, 1180949304, 27, 2352959301, 0.231867
MIMD, 100000, 100, 186600000, 0.059502, 3136029041.040637, 21589733, 21945192, 274, 43535199, 0.233308
MIMD, 100000, 100, 213600000, 0.067273, 3175122263.017853, 24542703, 24942383, 4, 49485090, 0.231672
MIMD, 100000, 100, 149200000, 0.048294, 3089410692.839690, 17584664, 17871497, 50, 35456211, 0.237642
MIMD, 100000, 100, 182800000, 0.058145, 3143864476.739187, 21218065, 21563512, 2, 42781579, 0.234035
MIMD, 100000, 100, 158400000, 0.050881, 3113146361.117116, 18567607, 18866428, 3, 37434038, 0.236326
MIMD, 100000, 100, 200400000, 0.063517, 3155060849.851221, 23147386, 23527071, 3, 46674460, 0.232906
MIMD, 100000, 100, 215200000, 0.067710, 3178260227.440556, 24699583, 25100447, 4, 49800034, 0.231413
MIMD, 100000, 100, 172600000, 0.055293, 3121552456.911364, 20168763, 20493889, 1, 40662653, 0.235589
MIMD, 100000, 100, 218800000, 0.086012, 2543831093.335814, 25049639, 25533435, 25, 50583099, 0.231184
MIMD, 100000, 100, 186000000, 0.070627, 2633553740.071078, 21644945, 22043532, 5, 43688482, 0.234884
MIMD, 100000, 100, 162400000, 0.051942, 3126564244.734512, 18961913, 19270326, 3, 38232242, 0.235420
MIMD, 100000, 100, 177000000, 0.056633, 3125386258.894991, 20638047, 20974768, 4, 41612819, 0.235101
MIMD, 100000, 100, 227600000, 0.071506, 3182949682.544122, 26088205, 26512882, 18, 52601105, 0.231112
MIMD, 100000, 100, 179600000, 0.057437, 3126904260.320003, 20931909, 21276105, 1, 42208015, 0.235011
MIMD, 100000, 100, 234200000, 0.073316, 3194391401.604016, 26776345, 27213279, 2, 53989626, 0.230528
MIMD, 100000, 100, 200400000, 0.063335, 3164127259.808952, 23116273, 23491526, 9, 46607808, 0.232574
MIMD, 100000, 100, 180200000, 0.057374, 3140795482.274201, 20969633, 21311843, 4, 42281480, 0.234636
MIMD, 100000, 100, 227200000, 0.071400, 3182072829.131653, 26019456, 26441741, 11, 52461208, 0.230903
MIMD, 100000, 100, 207400000, 0.065590, 3162067388.321391, 23892233, 24283979, 5, 48176217, 0.232286
MIMD, 100000, 100, 182400000, 0.057802, 3155600152.243867, 21133021, 21472515, 1, 42605537, 0.233583
MIMD, 100000, 100, 166800000, 0.053343, 3126933243.349643, 19487259, 19805690, 3, 39292952, 0.235569
MIMD, 100000, 100, 168800000, 0.054247, 3111692812.505761, 19749823, 20072048, 1, 39821872, 0.235912
MIMD, 100000, 100, 233800000, 0.073000, 3202739726.027398, 26700896, 27134381, 19, 53835296, 0.230262
MIMD, 100000, 100, 247600000, 0.077078, 3212330366.641584, 28190515, 28644708, 5, 56835228, 0.229545
MIMD, 100000, 100, 185400000, 0.058986, 3143118706.133659, 21526266, 21876192, 2, 43402460, 0.234102
MIMD, 100000, 500, 970600000, 0.305323, 3178928544.524978, 112352165, 114175749, 13, 226527927, 0.233390
MIMD, 100000, 500, 939000000, 0.295868, 3173712601.565563, 108977524, 110743224, 36, 219720784, 0.233994
MIMD, 100000, 500, 975600000, 0.306404, 3184031540.058224, 112800861, 114630288, 13, 227431162, 0.233119
MIMD, 100000, 500, 899800000, 0.283952, 3168845438.665690, 104610384, 106318839, 9, 210929232, 0.234418
MIMD, 100000, 500, 1016400000, 0.318268, 3193535008.232056, 117212668, 119118588, 6, 236331262, 0.232518
MIMD, 100000, 500, 1012000000, 0.317360, 3188807663.221578, 116785610, 118676637, 30, 235462277, 0.232670
MIMD, 100000, 500, 997800000, 0.312983, 3188032576.849222, 115250025, 117116902, 15, 232366942, 0.232879
MIMD, 100000, 500, 956000000, 0.300719, 3179047549.373335, 110736502, 112545399, 8, 223281909, 0.233558
MIMD, 100000, 500, 1021800000, 0.320072, 3192406708.490590, 117789032, 119699387, 7, 237488426, 0.232422
MIMD, 100000, 500, 1037600000, 0.324924, 3193362140.069678, 119588931, 121528860, 3, 241117794, 0.232380
MIMD, 100000, 500, 1059600000, 0.331164, 3199623147.443563, 121810798, 123790155, 10, 245600963, 0.231786
MIMD, 100000, 500, 965200000, 0.303435, 3180911892.168009, 111670760, 113501287, 4, 225172051, 0.233291
MIMD, 100000, 500, 1052200000, 0.329436, 3193943588.435994, 121204031, 123167198, 9, 244371238, 0.232248
MIMD, 100000, 500, 946800000, 0.352647, 2684837812.316566, 109758975, 111800579, 20, 221559574, 0.234009
MIMD, 100000, 500, 1027000000, 0.331928, 3094044491.576487, 118394250, 120356456, 5, 238750711, 0.232474
MIMD, 100000, 500, 936600000, 0.295477, 3169789865.201014, 108715581, 110482553, 24, 219198158, 0.234036
MIMD, 100000, 500, 972000000, 0.305614, 3180482569.515794, 112511781, 114344235, 5, 226856021, 0.233391
MIMD, 100000, 500, 896800000, 0.283189, 3166789670.502739, 104352612, 106050739, 58, 210403409, 0.234616
MIMD, 100000, 500, 1047600000, 0.332359, 3152013334.978141, 120836614, 122981348, 7, 243817969, 0.232740
MIMD, 100000, 500, 1048600000, 0.327927, 3197662894.485663, 120684021, 122655944, 5, 243339970, 0.232062
MIMD, 100000, 500, 958400000, 0.301058, 3183439735.864850, 110893880, 112705275, 7, 223599162, 0.233305
MIMD, 100000, 500, 1051400000, 0.328896, 3196755205.292859, 120999680, 122970346, 17, 243970043, 0.232043
MIMD, 100000, 500, 1049400000, 0.328235, 3197099638.978171, 120772787, 122723472, 6, 243496265, 0.232034
MIMD, 100000, 500, 1089000000, 0.340012, 3202828135.477571, 125060182, 127093400, 7, 252153589, 0.231546
MIMD, 100000, 500, 953000000, 0.300679, 3169493047.402712, 110639396, 112431151, 4, 223070551, 0.234072
MIMD, 100000, 1000, 1997000000, 0.626442, 3187845004.006756, 230838433, 234616631, 6, 465455070, 0.233077
MIMD, 100000, 1000, 2012600000, 0.630629, 3191416823.520644, 232474875, 236249279, 5, 468724159, 0.232895
MIMD, 100000, 1000, 2016800000, 0.631965, 3191315974.777084, 232819268, 236618954, 2, 469438224, 0.232764
MIMD, 100000, 1000, 1889600000, 0.594832, 3176695268.580036, 219148574, 222718233, 7, 441866814, 0.233841
MIMD, 100000, 1000, 1905000000, 0.598797, 3181378664.221765, 220747198, 224327706, 6, 445074910, 0.233635
MIMD, 100000, 1000, 2149800000, 0.670304, 3207201508.569246, 247067432, 251062798, 14, 498130244, 0.231710
MIMD, 100000, 1000, 2053000000, 0.642681, 3194430829.602867, 236760551, 240619405, 22, 477379978, 0.232528
MIMD, 100000, 1000, 1865800000, 0.587925, 3173534039.205681, 216750122, 220265151, 7, 437015280, 0.234224
MIMD, 100000, 1000, 2025200000, 0.633289, 3197908064.090802, 233406709, 237223962, 41, 470630712, 0.232387
MIMD, 100000, 1000, 2030200000, 0.635615, 3194071883.136805, 234302942, 238131707, 2, 472434651, 0.232704
MIMD, 100000, 1000, 2054400000, 0.642847, 3195783755.699257, 236844021, 240706820, 28, 477550869, 0.232453
MIMD, 100000, 1000, 1938200000, 0.609039, 3182390618.663173, 224556454, 228197758, 43, 452754255, 0.233595
MIMD, 100000, 1000, 1980600000, 0.620786, 3190471434.600652, 228901915, 232626829, 9, 461528753, 0.233025
MIMD, 100000, 1000, 1939800000, 0.608418, 3188268591.659024, 224299551, 227935137, 6, 452234694, 0.233135
MIMD, 100000, 1000, 2135600000, 0.666673, 3203369567.989104, 245475402, 249473264, 7, 494948673, 0.231761
MIMD, 100000, 1000, 2066200000, 0.646509, 3195933853.975738, 238269151, 242151470, 3, 480420624, 0.232514
MIMD, 100000, 1000, 1995800000, 0.625473, 3190865153.252019, 230592985, 234346255, 9, 464939249, 0.232959
MIMD, 100000, 1000, 1981200000, 0.621912, 3185659707.482730, 229134648, 232836967, 6, 461971621, 0.233178
MIMD, 100000, 1000, 2125000000, 0.664064, 3199992771.781033, 244673299, 248648188, 10, 493321497, 0.232151
MIMD, 100000, 1000, 1923600000, 0.603921, 3185184817.219471, 222710741, 226335734, 23, 449046498, 0.233441
MIMD, 100000, 1000, 2039600000, 0.638704, 3193341516.571057, 235478209, 239285354, 18, 474763581, 0.232773
MIMD, 100000, 1000, 2155800000, 0.671736, 3209296509.342956, 247602474, 251611338, 2, 499213814, 0.231568
MIMD, 100000, 1000, 1915200000, 0.601443, 3184341658.311760, 221802896, 225395905, 9, 447198810, 0.233500
MIMD, 100000, 1000, 1859400000, 0.585737, 3174462258.658750, 216004285, 219515642, 9, 435519936, 0.234226
MIMD, 100000, 1000, 2030600000, 0.636252, 3191502737.908879, 234389971, 238210592, 11, 472600574, 0.232739
MIMD, 100000, 5000, 10078200000, 3.153877, 3195495575.762784, 1163719834, 1182596151, 55, 2346316040, 0.232811
MIMD, 100000, 5000, 9781600000, 3.066798, 3189515579.441489, 1131927448, 1150311562, 20, 2282239030, 0.233320
MIMD, 100000, 5000, 10003600000, 3.133623, 3192343175.934054, 1155989995, 1174856017, 21, 2330846033, 0.233001
MIMD, 100000, 5000, 9790200000, 3.070228, 3188753408.541646, 1132951333, 1151349831, 71, 2284301235, 0.233325
MIMD, 100000, 5000, 10059000000, 3.149553, 3193786546.852839, 1161842497, 1180747384, 24, 2342589905, 0.232885
MIMD, 100000, 5000, 10278000000, 3.215015, 3196874664.659419, 1185714018, 1205059945, 28, 2390773991, 0.232611
MIMD, 100000, 5000, 10380400000, 3.243902, 3199973365.409929, 1196285718, 1215656196, 21, 2411941935, 0.232355
MIMD, 100000, 5000, 10092400000, 3.160577, 3193214403.572512, 1165747939, 1184697223, 28, 2350445190, 0.232893
MIMD, 100000, 5000, 10032200000, 3.139464, 3195513629.078085, 1158477803, 1177275894, 39, 2335753736, 0.232826
MIMD, 100000, 5000, 10164200000, 3.180161, 3196127491.658441, 1173115065, 1192261621, 23, 2365376709, 0.232716
MIMD, 100000, 5000, 10025600000, 3.138922, 3193962768.109561, 1158484928, 1177299128, 10, 2335784066, 0.232982
MIMD, 100000, 5000, 10226800000, 3.199515, 3196359448.228872, 1180037526, 1199203045, 35, 2379240606, 0.232648
MIMD, 100000, 5000, 10123000000, 3.167029, 3196371109.958261, 1168346887, 1187394987, 23769, 2355765643, 0.232714
MIMD, 100000, 5000, 9954000000, 3.119637, 3190755847.555341, 1150721974, 1169417206, 177, 2320139357, 0.233086
MIMD, 100000, 5000, 9873800000, 3.093935, 3191340477.417916, 1141857815, 1160415979, 119, 2302273913, 0.233170
MIMD, 100000, 5000, 10348600000, 3.236926, 3197045592.021566, 1193258221, 1212730453, 25324, 2406013998, 0.232497
MIMD, 100000, 5000, 10211000000, 3.193914, 3197017828.282164, 1177995549, 1197143099, 267, 2375138915, 0.232606
MIMD, 100000, 5000, 9903200000, 3.103667, 3190806230.178689, 1145190727, 1163855795, 41, 2309046563, 0.233162
MIMD, 100000, 5000, 10036600000, 3.227170, 3110031389.731561, 1159266636, 1178150357, 20, 2337417013, 0.232889
MIMD, 100000, 5000, 10363600000, 3.239687, 3198951009.773475, 1194791395, 1214208110, 18, 2408999523, 0.232448
MIMD, 100000, 5000, 9946000000, 3.116543, 3191356576.822460, 1149872700, 1168550123, 36, 2318422859, 0.233101
MIMD, 100000, 5000, 10014200000, 3.139818, 3189420533.292057, 1157858125, 1176760694, 42, 2334618861, 0.233131
MIMD, 100000, 5000, 9647400000, 3.024757, 3189479353.217465, 1116791733, 1134897662, 14, 2251689409, 0.233399
